season,lg,type,number_tm,position,player,age,tm,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm,seas_id,player_id
2016,NBA,All-NBA,ORV,F,Dirk Nowitzki,37.0,DAL,8.0,645.0,0.012,0.0,,,25895,3116
2016,NBA,All-NBA,ORV,G,John Wall,25.0,WAS,7.0,645.0,0.011,0.0,,,26026,3951
2016,NBA,All-NBA,ORV,G,Kemba Walker,25.0,CHO,6.0,645.0,0.009,0.0,,,26064,4034
2016,NBA,All-NBA,ORV,F,Tim Duncan,39.0,SAS,3.0,645.0,0.005,0.0,,,26280,3092
2016,NBA,All-NBA,ORV,C,Dwight Howard,30.0,HOU,3.0,645.0,0.005,0.0,,,25902,3520
2016,NBA,All-NBA,ORV,F,Gordon Hayward,25.0,UTA,3.0,645.0,0.005,0.0,,,25936,3941
2016,NBA,All-NBA,ORV,F,Carmelo Anthony,31.0,NYK,2.0,645.0,0.003,0.0,0.0,2.0,25826,3435
2016,NBA,All-NBA,ORV,C,Marc Gasol,31.0,MEM,2.0,645.0,0.003,0.0,0.0,2.0,26118,3835
2016,NBA,All-NBA,ORV,G,Tony Parker,33.0,SAS,1.0,645.0,0.002,0.0,0.0,1.0,26291,3356
2016,NBA,All-NBA,ORV,C,Andrew Bogut,31.0,GSW,1.0,645.0,0.002,0.0,0.0,1.0,25774,3573
2016,NBA,All-NBA,ORV,C,Brook Lopez,27.0,BRK,1.0,645.0,0.002,0.0,0.0,1.0,25814,3801
2016,NBA,All-NBA,ORV,F,Blake Griffin,26.0,LAC,1.0,645.0,0.002,0.0,0.0,1.0,25794,3920
2015,NBA,All-NBA,1st,F,LeBron James,30.0,CLE,645.0,645.0,1.0,129.0,0.0,0.0,25491,3463
2015,NBA,All-NBA,1st,G,Stephen Curry,26.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,25662,3903
2015,NBA,All-NBA,1st,G,James Harden,25.0,HOU,637.0,645.0,0.988,125.0,,,25363,3880
2015,NBA,All-NBA,1st,F,Anthony Davis,21.0,NOP,625.0,645.0,0.969,119.0,,,25137,4066
2015,NBA,All-NBA,1st,C,Marc Gasol,30.0,MEM,453.0,645.0,0.702,65.0,,,25507,3835
2015,NBA,All-NBA,2nd,G,Russell Westbrook,26.0,OKC,397.0,645.0,0.616,10.0,,,25634,3849
2015,NBA,All-NBA,2nd,F,LaMarcus Aldridge,29.0,POR,390.0,645.0,0.605,13.0,,,25480,3686
2015,NBA,All-NBA,2nd,G,Chris Paul,29.0,LAC,335.0,645.0,0.519,1.0,,,25204,3585
2015,NBA,All-NBA,2nd,F,Pau Gasol,34.0,CHI,242.0,645.0,0.375,15.0,,,25583,3342
2015,NBA,All-NBA,2nd,C,DeMarcus Cousins,24.0,SAC,220.0,645.0,0.341,18.0,,,25239,3926
2015,NBA,All-NBA,3rd,F,Blake Griffin,25.0,LAC,189.0,645.0,0.293,2.0,,,25160,3920
2015,NBA,All-NBA,3rd,C,DeAndre Jordan,26.0,LAC,175.0,645.0,0.271,12.0,,,25236,3810
2015,NBA,All-NBA,3rd,F,Tim Duncan,38.0,SAS,167.0,645.0,0.259,6.0,,,25687,3092
2015,NBA,All-NBA,3rd,G,Klay Thompson,24.0,GSW,122.0,645.0,0.189,0.0,,,25467,4036
2015,NBA,All-NBA,3rd,G,Kyrie Irving,22.0,CLE,112.0,645.0,0.174,0.0,,,25479,4037
2015,NBA,All-NBA,ORV,F,Kawhi Leonard,23.0,SAS,155.0,645.0,0.24,0.0,,,25447,4032
2015,NBA,All-NBA,ORV,F,Paul Millsap,29.0,ATL,70.0,645.0,0.109,0.0,,,25585,3701
2015,NBA,All-NBA,ORV,C,Al Horford,28.0,ATL,64.0,645.0,0.099,1.0,,,25103,3734
2015,NBA,All-NBA,ORV,G,John Wall,24.0,WAS,50.0,645.0,0.078,0.0,,,25416,3951
2015,NBA,All-NBA,ORV,G,Jimmy Butler,25.0,CHI,32.0,645.0,0.05,0.0,,,25402,4023
2015,NBA,All-NBA,ORV,G,Damian Lillard,24.0,POR,22.0,645.0,0.034,0.0,,,25221,4077
2015,NBA,All-NBA,ORV,F,Draymond Green,24.0,GSW,9.0,645.0,0.014,0.0,,,25257,4085
2015,NBA,All-NBA,ORV,F,Zach Randolph,33.0,MEM,7.0,645.0,0.011,0.0,,,25740,3363
2015,NBA,All-NBA,ORV,G,Jeff Teague,26.0,ATL,7.0,645.0,0.011,0.0,,,25391,3884
2015,NBA,All-NBA,ORV,C,Andrew Bogut,30.0,GSW,6.0,645.0,0.009,0.0,,,25133,3573
2015,NBA,All-NBA,ORV,C,Nikola Vučević,24.0,ORL,6.0,645.0,0.009,0.0,,,25564,4047
2015,NBA,All-NBA,ORV,F,Rudy Gay,28.0,SAC,3.0,645.0,0.005,0.0,,,25629,3713
2015,NBA,All-NBA,ORV,G,DeMar DeRozan,25.0,TOR,3.0,645.0,0.005,0.0,,,25238,3872
2015,NBA,All-NBA,ORV,F,Dirk Nowitzki,36.0,DAL,2.0,645.0,0.003,0.0,,,25252,3116
2015,NBA,All-NBA,ORV,G,Dwyane Wade,33.0,MIA,2.0,645.0,0.003,0.0,,,25265,3445
2015,NBA,All-NBA,ORV,F,Kyle Korver,33.0,ATL,2.0,645.0,0.003,0.0,,,25473,3461
2015,NBA,All-NBA,ORV,C,Joakim Noah,29.0,CHI,2.0,645.0,0.003,0.0,,,25403,3763
2015,NBA,All-NBA,ORV,F,Gordon Hayward,24.0,UTA,2.0,645.0,0.003,0.0,,,25312,3941
2015,NBA,All-NBA,ORV,C,Andre Drummond,21.0,DET,2.0,645.0,0.003,0.0,,,25125,4064
2015,NBA,All-NBA,ORV,C,Tyson Chandler,32.0,DAL,1.0,645.0,0.002,0.0,,,25722,3360
2015,NBA,All-NBA,ORV,F,Carmelo Anthony,30.0,NYK,1.0,645.0,0.002,0.0,,,25188,3435
2015,NBA,All-NBA,ORV,G,Kyle Lowry,28.0,TOR,1.0,645.0,0.002,0.0,,,25474,3685
2015,NBA,All-NBA,ORV,G,Mike Conley,27.0,MEM,1.0,645.0,0.002,0.0,,,25532,3779
2015,NBA,All-NBA,ORV,C,Brook Lopez,26.0,BRK,1.0,645.0,0.002,0.0,,,25179,3801
2015,NBA,All-NBA,ORV,F,Kevin Love,26.0,CLE,1.0,645.0,0.002,0.0,,,25462,3830
2015,NBA,All-NBA,ORV,G,Khris Middleton,23.0,MIL,1.0,645.0,0.002,0.0,,,25465,4107
2014,NBA,All-NBA,1st,F,Kevin Durant,25.0,OKC,625.0,625.0,1.0,125.0,0.0,0.0,24828,3770
2014,NBA,All-NBA,1st,F,LeBron James,29.0,MIA,623.0,625.0,0.997,124.0,1.0,0.0,24853,3463
2014,NBA,All-NBA,1st,C,Joakim Noah,28.0,CHI,551.0,625.0,0.882,101.0,,,24779,3763
2014,NBA,All-NBA,1st,G,Chris Paul,28.0,LAC,540.0,625.0,0.864,86.0,,,24586,3585
2014,NBA,All-NBA,1st,G,James Harden,24.0,HOU,502.0,625.0,0.803,73.0,,,24731,3880
2014,NBA,All-NBA,2nd,G,Stephen Curry,25.0,GSW,489.0,625.0,0.782,65.0,,,25032,3903
2014,NBA,All-NBA,2nd,F,Blake Griffin,24.0,LAC,350.0,625.0,0.56,5.0,,,24547,3920
2014,NBA,All-NBA,2nd,F,Kevin Love,25.0,MIN,237.0,625.0,0.379,2.0,,,24830,3830
2014,NBA,All-NBA,2nd,C,Dwight Howard,28.0,HOU,226.0,625.0,0.362,9.0,,,24655,3520
2014,NBA,All-NBA,2nd,G,Tony Parker,31.0,SAS,210.0,625.0,0.336,14.0,,,25058,3356
2014,NBA,All-NBA,3rd,C,Al Jefferson,29.0,CHA,191.0,625.0,0.306,4.0,,,24495,3496
2014,NBA,All-NBA,3rd,F,LaMarcus Aldridge,28.0,POR,191.0,625.0,0.306,4.0,,,24844,3686
2014,NBA,All-NBA,3rd,F,Paul George,23.0,IND,171.0,625.0,0.274,4.0,,,24953,3969
2014,NBA,All-NBA,3rd,G,Goran Dragić,27.0,PHO,115.0,625.0,0.184,1.0,,,24695,3817
2014,NBA,All-NBA,3rd,G,Damian Lillard,23.0,POR,115.0,625.0,0.184,2.0,,,24606,4077
2014,NBA,All-NBA,ORV,F,Carmelo Anthony,29.0,NYK,86.0,625.0,0.138,1.0,,,24565,3435
2014,NBA,All-NBA,ORV,G,John Wall,23.0,WAS,70.0,625.0,0.112,0.0,,,24792,3951
2014,NBA,All-NBA,ORV,F,Tim Duncan,37.0,SAS,63.0,625.0,0.101,1.0,,,25048,3092
2014,NBA,All-NBA,ORV,G,DeMar DeRozan,24.0,TOR,56.0,625.0,0.09,0.0,,,24627,3872
2014,NBA,All-NBA,ORV,F,Anthony Davis,20.0,NOP,40.0,625.0,0.064,1.0,,,24524,4066
2014,NBA,All-NBA,ORV,F,Dirk Nowitzki,35.0,DAL,37.0,625.0,0.059,1.0,,,24647,3116
2014,NBA,All-NBA,ORV,G,Russell Westbrook,25.0,OKC,32.0,625.0,0.051,1.0,,,25002,3849
2014,NBA,All-NBA,ORV,G,Kyle Lowry,27.0,TOR,29.0,625.0,0.046,0.0,,,24840,3685
2014,NBA,All-NBA,ORV,C,DeAndre Jordan,25.0,LAC,21.0,625.0,0.034,0.0,,,24624,3810
2014,NBA,All-NBA,ORV,C,Roy Hibbert,27.0,IND,17.0,625.0,0.027,0.0,,,24995,3847
2014,NBA,All-NBA,ORV,C,Marc Gasol,29.0,MEM,16.0,625.0,0.026,2.0,,,24876,3835
2014,NBA,All-NBA,ORV,C,DeMarcus Cousins,23.0,SAC,14.0,625.0,0.022,1.0,,,24628,3926
2014,NBA,All-NBA,ORV,G,Kyrie Irving,21.0,CLE,7.0,625.0,0.011,0.0,,,24843,4037
2014,NBA,All-NBA,ORV,G,Dwyane Wade,32.0,MIA,6.0,625.0,0.01,0.0,,,24656,3445
2014,NBA,All-NBA,ORV,G,Joe Johnson,32.0,BRK,4.0,625.0,0.006,0.0,,,24781,3327
2014,NBA,All-NBA,ORV,F,Zach Randolph,32.0,MEM,4.0,625.0,0.006,0.0,,,25092,3363
2014,NBA,All-NBA,ORV,G,Mike Conley,26.0,MEM,4.0,625.0,0.006,0.0,,,24906,3779
2014,NBA,All-NBA,ORV,F,Serge Ibaka,24.0,OKC,4.0,625.0,0.006,0.0,,,25010,3902
2014,NBA,All-NBA,ORV,G,Lance Stephenson,23.0,IND,3.0,625.0,0.005,0.0,,,24845,3954
2014,NBA,All-NBA,ORV,F,Paul Millsap,28.0,ATL,2.0,625.0,0.003,0.0,0.0,2.0,24954,3701
2014,NBA,All-NBA,ORV,G,Ty Lawson,26.0,DEN,2.0,625.0,0.003,0.0,0.0,2.0,25071,3910
2014,NBA,All-NBA,ORV,F,Chris Bosh,29.0,MIA,1.0,625.0,0.002,0.0,0.0,1.0,24581,3436
2014,NBA,All-NBA,ORV,G,Monta Ellis,28.0,DAL,1.0,625.0,0.002,0.0,0.0,1.0,24917,3627
2014,NBA,All-NBA,ORV,F,Kawhi Leonard,22.0,SAS,1.0,625.0,0.002,0.0,0.0,1.0,24816,4032
2014,NBA,All-NBA,ORV,C,Andre Drummond,20.0,DET,1.0,625.0,0.002,0.0,0.0,1.0,24508,4064
2013,NBA,All-NBA,1st,F,LeBron James,28.0,MIA,595.0,595.0,1.0,119.0,0.0,0.0,24275,3463
2013,NBA,All-NBA,1st,F,Kevin Durant,24.0,OKC,555.0,595.0,0.933,102.0,,,24241,3770
2013,NBA,All-NBA,1st,G,Chris Paul,27.0,LAC,537.0,595.0,0.903,97.0,,,23994,3585
2013,NBA,All-NBA,1st,G,Kobe Bryant,34.0,LAL,521.0,595.0,0.876,91.0,,,24253,3000
2013,NBA,All-NBA,1st,C,Tim Duncan,36.0,SAS,392.0,595.0,0.659,45.0,,,24439,3092
2013,NBA,All-NBA,2nd,F,Carmelo Anthony,28.0,NYK,397.0,595.0,0.667,24.0,,,23976,3435
2013,NBA,All-NBA,2nd,G,Russell Westbrook,24.0,OKC,306.0,595.0,0.514,20.0,,,24393,3849
2013,NBA,All-NBA,2nd,C,Marc Gasol,28.0,MEM,295.0,595.0,0.496,38.0,,,24297,3835
2013,NBA,All-NBA,2nd,G,Tony Parker,30.0,SAS,273.0,595.0,0.459,16.0,,,24449,3356
2013,NBA,All-NBA,2nd,F,Blake Griffin,23.0,LAC,132.0,595.0,0.222,0.0,,,23958,3920
2013,NBA,All-NBA,3rd,G,James Harden,23.0,HOU,253.0,595.0,0.425,5.0,,,24148,3880
2013,NBA,All-NBA,3rd,C,Dwight Howard,27.0,LAL,203.0,595.0,0.341,17.0,,,24072,3520
2013,NBA,All-NBA,3rd,G,Dwyane Wade,31.0,MIA,145.0,595.0,0.244,3.0,,,24073,3445
2013,NBA,All-NBA,3rd,F,David Lee,29.0,GSW,79.0,595.0,0.133,0.0,,,24032,3590
2013,NBA,All-NBA,3rd,F,Paul George,22.0,IND,73.0,595.0,0.123,0.0,,,24357,3969
2013,NBA,All-NBA,ORV,C,Brook Lopez,24.0,BRK,132.0,595.0,0.222,7.0,,,23969,3801
2013,NBA,All-NBA,ORV,G,Stephen Curry,24.0,GSW,72.0,595.0,0.121,0.0,,,24418,3903
2013,NBA,All-NBA,ORV,F,LaMarcus Aldridge,27.0,POR,62.0,595.0,0.104,0.0,,,24267,3686
2013,NBA,All-NBA,ORV,F,Chris Bosh,28.0,MIA,59.0,595.0,0.099,4.0,,,23987,3436
2013,NBA,All-NBA,ORV,C,Joakim Noah,27.0,CHI,56.0,595.0,0.094,3.0,,,24194,3763
2013,NBA,All-NBA,ORV,F,Zach Randolph,31.0,MEM,45.0,595.0,0.076,0.0,,,24481,3363
2013,NBA,All-NBA,ORV,C,Al Horford,26.0,ATL,31.0,595.0,0.052,2.0,,,23916,3734
2013,NBA,All-NBA,ORV,F,Paul Pierce,35.0,BOS,24.0,595.0,0.04,0.0,,,24359,3146
2013,NBA,All-NBA,ORV,C,Al Jefferson,28.0,UTA,20.0,595.0,0.034,1.0,,,23917,3496
2013,NBA,All-NBA,ORV,C,Tyson Chandler,30.0,NYK,19.0,595.0,0.032,1.0,,,24464,3360
2013,NBA,All-NBA,ORV,C,Roy Hibbert,26.0,IND,9.0,595.0,0.015,0.0,,,24388,3847
2013,NBA,All-NBA,ORV,F,Kevin Garnett,36.0,BOS,8.0,595.0,0.013,0.0,,,24242,2936
2013,NBA,All-NBA,ORV,F,Luol Deng,27.0,CHI,8.0,595.0,0.013,0.0,,,24288,3543
2013,NBA,All-NBA,ORV,G,Ty Lawson,25.0,DEN,8.0,595.0,0.013,0.0,,,24457,3910
2013,NBA,All-NBA,ORV,F,Josh Smith,27.0,ATL,7.0,595.0,0.012,0.0,,,24227,3535
2013,NBA,All-NBA,ORV,G,Deron Williams,28.0,BRK,6.0,595.0,0.01,0.0,,,24044,3592
2013,NBA,All-NBA,ORV,F,Pau Gasol,32.0,LAL,4.0,595.0,0.007,0.0,,,24356,3342
2013,NBA,All-NBA,ORV,F,Serge Ibaka,23.0,OKC,4.0,595.0,0.007,0.0,,,24404,3902
2013,NBA,All-NBA,ORV,G,Raymond Felton,28.0,NYK,3.0,595.0,0.005,0.0,,,24371,3634
2013,NBA,All-NBA,ORV,C,Ömer Aşık,26.0,HOU,3.0,595.0,0.005,0.0,,,24346,3965
2013,NBA,All-NBA,ORV,F,Kenneth Faried,23.0,DEN,3.0,595.0,0.005,0.0,,,24238,4035
2013,NBA,All-NBA,ORV,G,Kyrie Irving,20.0,CLE,3.0,595.0,0.005,0.0,,,24265,4037
2013,NBA,All-NBA,ORV,F,Carlos Boozer,31.0,CHI,2.0,595.0,0.003,0.0,0.0,2.0,23974,3369
2013,NBA,All-NBA,ORV,F,David West,32.0,IND,2.0,595.0,0.003,0.0,0.0,2.0,24033,3442
2013,NBA,All-NBA,ORV,G,Mike Conley,25.0,MEM,2.0,595.0,0.003,0.0,0.0,2.0,24325,3779
2013,NBA,All-NBA,ORV,F,Dirk Nowitzki,34.0,DAL,1.0,595.0,0.002,0.0,0.0,1.0,24056,3116
2013,NBA,All-NBA,ORV,F,Andre Iguodala,29.0,DEN,1.0,595.0,0.002,0.0,0.0,1.0,23928,3500
2013,NBA,All-NBA,ORV,G,Rajon Rondo,26.0,BOS,1.0,595.0,0.002,0.0,0.0,1.0,24365,3704
2013,NBA,All-NBA,ORV,F,Rudy Gay,26.0,TOT,1.0,595.0,0.002,0.0,0.0,1.0,24390,3713
2013,NBA,All-NBA,ORV,F,J.J. Hickson,24.0,POR,1.0,595.0,0.002,0.0,0.0,1.0,24136,3821
2013,NBA,All-NBA,ORV,F,Nikola Peković,27.0,MIN,1.0,595.0,0.002,0.0,0.0,1.0,24341,3964
2013,NBA,All-NBA,ORV,C,Nikola Vučević,22.0,ORL,1.0,595.0,0.002,0.0,0.0,1.0,24342,4047
2012,NBA,All-NBA,1st,F,LeBron James,27.0,MIA,596.0,600.0,0.993,118.0,2.0,0.0,23706,3463
2012,NBA,All-NBA,1st,F,Kevin Durant,23.0,OKC,591.0,600.0,0.985,117.0,,,23676,3770
2012,NBA,All-NBA,1st,G,Kobe Bryant,33.0,LAL,568.0,600.0,0.947,104.0,,,23684,3000
2012,NBA,All-NBA,1st,G,Chris Paul,26.0,LAC,484.0,600.0,0.807,74.0,,,23444,3585
2012,NBA,All-NBA,1st,C,Dwight Howard,26.0,ORL,476.0,600.0,0.793,75.0,,,23519,3520
2012,NBA,All-NBA,2nd,C,Andrew Bynum,24.0,LAL,400.0,600.0,0.667,33.0,,,23378,3574
2012,NBA,All-NBA,2nd,G,Tony Parker,29.0,SAS,367.0,600.0,0.612,41.0,,,23877,3356
2012,NBA,All-NBA,2nd,F,Kevin Love,23.0,MIN,365.0,600.0,0.608,16.0,,,23678,3830
2012,NBA,All-NBA,2nd,G,Russell Westbrook,23.0,OKC,239.0,600.0,0.398,5.0,,,23822,3849
2012,NBA,All-NBA,2nd,F,Blake Griffin,22.0,LAC,170.0,600.0,0.283,0.0,,,23402,3920
2012,NBA,All-NBA,3rd,G,Dwyane Wade,30.0,MIA,235.0,600.0,0.392,1.0,,,23520,3445
2012,NBA,All-NBA,3rd,F,Carmelo Anthony,27.0,NYK,154.0,600.0,0.257,1.0,,,23428,3435
2012,NBA,All-NBA,3rd,G,Rajon Rondo,25.0,BOS,142.0,600.0,0.237,4.0,,,23791,3704
2012,NBA,All-NBA,3rd,F,Dirk Nowitzki,33.0,DAL,136.0,600.0,0.227,0.0,,,23509,3116
2012,NBA,All-NBA,3rd,C,Tyson Chandler,29.0,NYK,60.0,600.0,0.1,4.0,,,23892,3360
2012,NBA,All-NBA,ORV,F,LaMarcus Aldridge,26.0,POR,55.0,600.0,0.092,0.0,,,23694,3686
2012,NBA,All-NBA,ORV,C,Marc Gasol,27.0,MEM,52.0,600.0,0.087,0.0,,,23726,3835
2012,NBA,All-NBA,ORV,G,Derrick Rose,23.0,CHI,44.0,600.0,0.073,0.0,,,23502,3812
2012,NBA,All-NBA,ORV,F,Josh Smith,26.0,ATL,33.0,600.0,0.055,0.0,,,23660,3535
2012,NBA,All-NBA,ORV,F,Paul Pierce,34.0,BOS,31.0,600.0,0.052,0.0,,,23787,3146
2012,NBA,All-NBA,ORV,C,Al Jefferson,27.0,UTA,30.0,600.0,0.05,0.0,,,23363,3496
2012,NBA,All-NBA,ORV,C,Pau Gasol,31.0,LAL,27.0,600.0,0.045,0.0,,,23784,3342
2012,NBA,All-NBA,ORV,G,Steve Nash,37.0,PHO,24.0,600.0,0.04,0.0,,,23858,3028
2012,NBA,All-NBA,ORV,F,Kevin Garnett,35.0,BOS,22.0,600.0,0.037,0.0,,,23677,2936
2012,NBA,All-NBA,ORV,F,Tim Duncan,35.0,SAS,18.0,600.0,0.03,0.0,,,23871,3092
2012,NBA,All-NBA,ORV,G,Joe Johnson,30.0,ATL,16.0,600.0,0.027,0.0,,,23633,3327
2012,NBA,All-NBA,ORV,G,Deron Williams,27.0,NJN,14.0,600.0,0.023,0.0,,,23498,3592
2012,NBA,All-NBA,ORV,F,Rudy Gay,25.0,MEM,10.0,600.0,0.017,0.0,,,23821,3713
2012,NBA,All-NBA,ORV,G,James Harden,22.0,OKC,8.0,600.0,0.013,0.0,,,23594,3880
2012,NBA,All-NBA,ORV,F,Luol Deng,26.0,CHI,5.0,600.0,0.008,0.0,,,23721,3543
2012,NBA,All-NBA,ORV,C,Roy Hibbert,25.0,IND,5.0,600.0,0.008,0.0,,,23818,3847
2012,NBA,All-NBA,ORV,G,Manu Ginóbili,34.0,SAS,3.0,600.0,0.005,0.0,,,23725,3401
2012,NBA,All-NBA,ORV,F,Danny Granger,28.0,IND,3.0,600.0,0.005,0.0,,,23475,3589
2012,NBA,All-NBA,ORV,C,Joakim Noah,26.0,CHI,3.0,600.0,0.005,0.0,,,23631,3763
2012,NBA,All-NBA,ORV,F,Chris Bosh,27.0,MIA,2.0,600.0,0.003,0.0,0.0,2.0,23438,3436
2012,NBA,All-NBA,ORV,G,Monta Ellis,26.0,TOT,2.0,600.0,0.003,0.0,0.0,2.0,23760,3627
2012,NBA,All-NBA,ORV,F,Paul Millsap,26.0,UTA,2.0,600.0,0.003,0.0,0.0,2.0,23786,3701
2012,NBA,All-NBA,ORV,F,Luis Scola,31.0,HOU,2.0,600.0,0.003,0.0,0.0,2.0,23714,3774
2012,NBA,All-NBA,ORV,C,Marcin Gortat,27.0,PHO,2.0,600.0,0.003,0.0,0.0,2.0,23727,3775
2012,NBA,All-NBA,ORV,F,Serge Ibaka,22.0,OKC,2.0,600.0,0.003,0.0,0.0,2.0,23840,3902
2012,NBA,All-NBA,ORV,F,David Lee,28.0,GSW,1.0,600.0,0.002,0.0,0.0,1.0,23483,3590
2012,NBA,All-NBA,ORV,C,DeMarcus Cousins,21.0,SAC,1.0,600.0,0.002,0.0,0.0,1.0,23490,3926
2011,NBA,All-NBA,1st,F,LeBron James,26.0,MIA,595.0,595.0,1.0,119.0,0.0,0.0,23116,3463
2011,NBA,All-NBA,1st,C,Dwight Howard,25.0,ORL,593.0,595.0,0.997,118.0,1.0,0.0,22919,3520
2011,NBA,All-NBA,1st,G,Derrick Rose,22.0,CHI,593.0,595.0,0.997,118.0,1.0,0.0,22905,3812
2011,NBA,All-NBA,1st,G,Kobe Bryant,32.0,LAL,551.0,595.0,0.926,98.0,,,23095,3000
2011,NBA,All-NBA,1st,F,Kevin Durant,22.0,OKC,492.0,595.0,0.827,69.0,,,23086,3770
2011,NBA,All-NBA,2nd,F,Dirk Nowitzki,32.0,DAL,437.0,595.0,0.734,47.0,,,22913,3116
2011,NBA,All-NBA,2nd,C,Amar'e Stoudemire,28.0,NYK,437.0,595.0,0.734,2.0,,,22756,3366
2011,NBA,All-NBA,2nd,G,Dwyane Wade,29.0,MIA,392.0,595.0,0.659,24.0,,,22920,3445
2011,NBA,All-NBA,2nd,F,Pau Gasol,30.0,LAL,259.0,595.0,0.435,2.0,,,23208,3342
2011,NBA,All-NBA,2nd,G,Russell Westbrook,22.0,OKC,184.0,595.0,0.309,0.0,,,23256,3849
2011,NBA,All-NBA,3rd,G,Chris Paul,25.0,NOH,157.0,595.0,0.264,0.0,,,22841,3585
2011,NBA,All-NBA,3rd,F,LaMarcus Aldridge,25.0,POR,135.0,595.0,0.227,0.0,,,23107,3686
2011,NBA,All-NBA,3rd,G,Manu Ginóbili,33.0,SAS,106.0,595.0,0.178,0.0,,,23136,3401
2011,NBA,All-NBA,3rd,F,Zach Randolph,29.0,MEM,67.0,595.0,0.113,0.0,,,23356,3363
2011,NBA,All-NBA,3rd,C,Al Horford,24.0,ATL,62.0,595.0,0.104,0.0,,,22743,3734
2011,NBA,All-NBA,ORV,G,Rajon Rondo,24.0,BOS,68.0,595.0,0.114,0.0,,,23221,3704
2011,NBA,All-NBA,ORV,F,Paul Pierce,33.0,BOS,55.0,595.0,0.092,0.0,,,23211,3146
2011,NBA,All-NBA,ORV,F,Carmelo Anthony,26.0,TOT,53.0,595.0,0.089,0.0,,,22821,3435
2011,NBA,All-NBA,ORV,F,Kevin Love,22.0,MIN,48.0,595.0,0.081,0.0,,,23088,3830
2011,NBA,All-NBA,ORV,F,Tim Duncan,34.0,SAS,43.0,595.0,0.072,0.0,,,23314,3092
2011,NBA,All-NBA,ORV,F,Blake Griffin,21.0,LAC,36.0,595.0,0.061,0.0,,,22793,3920
2011,NBA,All-NBA,ORV,G,Tony Parker,28.0,SAS,27.0,595.0,0.045,0.0,,,23321,3356
2011,NBA,All-NBA,ORV,F,Kevin Garnett,34.0,BOS,22.0,595.0,0.037,0.0,,,23087,2936
2011,NBA,All-NBA,ORV,G,Deron Williams,26.0,TOT,19.0,595.0,0.032,0.0,,,22895,3592
2011,NBA,All-NBA,ORV,G,Steve Nash,36.0,PHO,17.0,595.0,0.029,0.0,,,23296,3028
2011,NBA,All-NBA,ORV,C,Andrew Bogut,26.0,MIL,13.0,595.0,0.022,0.0,,,22765,3573
2011,NBA,All-NBA,ORV,F,Nenê,28.0,DEN,11.0,595.0,0.018,0.0,,,23192,3410
2011,NBA,All-NBA,ORV,G,Monta Ellis,25.0,GSW,11.0,595.0,0.018,0.0,,,23180,3627
2011,NBA,All-NBA,ORV,C,Andrew Bynum,23.0,LAL,9.0,595.0,0.015,0.0,,,22766,3574
2011,NBA,All-NBA,ORV,C,Tyson Chandler,28.0,DAL,7.0,595.0,0.012,0.0,,,23336,3360
2011,NBA,All-NBA,ORV,G,Kevin Martin,27.0,HOU,7.0,595.0,0.012,0.0,,,23089,3537
2011,NBA,All-NBA,ORV,C,Joakim Noah,25.0,CHI,5.0,595.0,0.008,0.0,,,23049,3763
2011,NBA,All-NBA,ORV,C,Kendrick Perkins,26.0,TOT,3.0,595.0,0.005,0.0,,,23082,3458
2011,NBA,All-NBA,ORV,C,Al Jefferson,26.0,UTA,3.0,595.0,0.005,0.0,,,22744,3496
2011,NBA,All-NBA,ORV,C,Marc Gasol,26.0,MEM,3.0,595.0,0.005,0.0,,,23137,3835
2011,NBA,All-NBA,ORV,F,Chris Bosh,26.0,MIA,2.0,595.0,0.003,0.0,0.0,2.0,22834,3436
2011,NBA,All-NBA,ORV,C,Andrea Bargnani,25.0,TOR,2.0,595.0,0.003,0.0,0.0,2.0,22762,3655
2011,NBA,All-NBA,ORV,G,Jason Kidd,37.0,DAL,1.0,595.0,0.002,0.0,0.0,1.0,23020,2870
2011,NBA,All-NBA,ORV,G,Ray Allen,35.0,BOS,1.0,595.0,0.002,0.0,0.0,1.0,23230,3016
2011,NBA,All-NBA,ORV,F,Gerald Wallace,28.0,TOT,1.0,595.0,0.002,0.0,0.0,1.0,22957,3316
2011,NBA,All-NBA,ORV,F,Andre Iguodala,27.0,PHI,1.0,595.0,0.002,0.0,0.0,1.0,22760,3500
2011,NBA,All-NBA,ORV,C,Emeka Okafor,28.0,NOH,1.0,595.0,0.002,0.0,0.0,1.0,22935,3521
2011,NBA,All-NBA,ORV,F,Luol Deng,25.0,CHI,1.0,595.0,0.002,0.0,0.0,1.0,23132,3543
2011,NBA,All-NBA,ORV,F,Luis Scola,30.0,HOU,1.0,595.0,0.002,0.0,0.0,1.0,23125,3774
2011,NBA,All-NBA,ORV,G,Eric Gordon,22.0,LAC,1.0,595.0,0.002,0.0,0.0,1.0,22937,3815
2010,NBA,All-NBA,1st,F,LeBron James,25.0,CLE,610.0,610.0,1.0,122.0,0.0,0.0,22500,3463
2010,NBA,All-NBA,1st,C,Dwight Howard,24.0,ORL,610.0,610.0,1.0,122.0,0.0,0.0,22328,3520
2010,NBA,All-NBA,1st,G,Kobe Bryant,31.0,LAL,604.0,610.0,0.99,119.0,,,22483,3000
2010,NBA,All-NBA,1st,F,Kevin Durant,21.0,OKC,579.0,610.0,0.949,107.0,,,22474,3770
