season,lg,type,number_tm,position,player,age,tm,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm,seas_id,player_id
1951,NBA,All-NBA,2nd,,Joe Fulks,,,,,,,,,1012,99
1951,NBA,All-NBA,2nd,,Dick McGuire,,,,,,,,,945,325
1951,NBA,All-NBA,2nd,,Dolph Schayes,,,,,,,,,953,328
1951,NBA,All-NBA,2nd,,Frankie Brian,,,,,,,,,985,344
1951,NBA,All-NBA,2nd,,Vern Mikkelsen,,,,,,,,,1079,410
1950,NBA,All-NBA,1st,,Max Zaslofsky,,,,,,,,,822,120
1950,NBA,All-NBA,1st,,Bob Davies,,,,,,,,,615,216
1950,NBA,All-NBA,1st,,George Mikan,,,,,,,,,721,246
1950,NBA,All-NBA,1st,,Jim Pollard,,,,,,,,,768,261
1950,NBA,All-NBA,1st,,Alex Groza,,,,,,,,,588,299
1950,NBA,All-NBA,2nd,,Al Cervi,,,,,,,,,583,296
1950,NBA,All-NBA,2nd,,Dolph Schayes,,,,,,,,,668,328
1950,NBA,All-NBA,2nd,,Frankie Brian,,,,,,,,,703,344
1950,NBA,All-NBA,2nd,,Fred Schaus,,,,,,,,,704,345
1950,NBA,All-NBA,2nd,,Ralph Beard,,,,,,,,,852,399
1949,BAA,All-BAA,1st,,Joe Fulks,,,,,,,,,493,99
1949,BAA,All-BAA,1st,,Max Zaslofsky,,,,,,,,,527,120
1949,BAA,All-BAA,1st,,Bob Davies,,,,,,,,,365,216
1949,BAA,All-BAA,1st,,George Mikan,,,,,,,,,446,246
1949,BAA,All-BAA,1st,,Jim Pollard,,,,,,,,,488,261
1949,BAA,All-BAA,2nd,,Bob Feerick,,,,,,,,,367,21
1949,BAA,All-BAA,2nd,,Bones McKinney,,,,,,,,,378,27
1949,BAA,All-BAA,2nd,,John Logan,,,,,,,,,496,103
1949,BAA,All-BAA,2nd,,Kenny Sailors,,,,,,,,,510,111
1949,BAA,All-BAA,2nd,,Arnie Risen,,,,,,,,,348,209
1948,BAA,All-BAA,1st,,Bob Feerick,,,,,,,,,216,21
1948,BAA,All-BAA,1st,,Ed Sadowski,,,,,,,,,248,54
1948,BAA,All-BAA,1st,,Howie Dallmar,,,,,,,,,268,88
1948,BAA,All-BAA,1st,,Joe Fulks,,,,,,,,,285,99
1948,BAA,All-BAA,1st,,Max Zaslofsky,,,,,,,,,307,120
1948,BAA,All-BAA,2nd,,Fred Scolari,,,,,,,,,251,61
1948,BAA,All-BAA,2nd,,John Logan,,,,,,,,,292,103
1948,BAA,All-BAA,2nd,,Stan Miasek,,,,,,,,,330,148
1948,BAA,All-BAA,2nd,,Buddy Jeannette,,,,,,,,,221,167
1948,BAA,All-BAA,2nd,,Carl Braun,,,,,,,,,225,169
1947,BAA,All-BAA,1st,,Bob Feerick,,,,,,,,,23,21
1947,BAA,All-BAA,1st,,Bones McKinney,,,,,,,,,33,27
1947,BAA,All-BAA,1st,,Joe Fulks,,,,,,,,,119,99
1947,BAA,All-BAA,1st,,Max Zaslofsky,,,,,,,,,148,120
1947,BAA,All-BAA,1st,,Stan Miasek,,,,,,,,,189,148
1947,BAA,All-BAA,2nd,,Chick Halbert,,,,,,,,,44,36
1947,BAA,All-BAA,2nd,,Ernie Calverley,,,,,,,,,70,56
1947,BAA,All-BAA,2nd,,Frankie Baumholtz,,,,,,,,,73,59
1947,BAA,All-BAA,2nd,,Fred Scolari,,,,,,,,,75,61
1947,BAA,All-BAA,2nd,,John Logan,,,,,,,,,123,103
